id,name,type,category,subcategory,grade,description,additional_description,story_1,story_2,levels,created_by,created_at,updated_at
a9cf0849-97f1-4008-bf7d-f1bb7dce734b,Canale di comunicazione mentale,Passiva,Logica,Telecinesi,Semplice,Permette di creare canali di comunicazione mentale.,,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Richiede accesso per creare un canale mentale con solo comunicazione vocale mentale con solo le persone visibili""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Richiede accesso per creare un canale mentale con solo comunicazione vocale ed immagini della propria memoria mentale con le persone vicine""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Richiede accesso per creare un canale mentale con solo comunicazione vocale, immagini e video della propria memoria mentale con persone vicine""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Richiede accesso per creare un canale mentale con solo comunicazione vocale, immagini e video della propria memoria mentale con persone in un grande raggio""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""accedi alla mente delle persone con livello inferiore per creare un canale mentale con solo comunicazione vocale, immagini e video della propria memoria mentale con persone in un grande raggio""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""accedi alla mente delle persone con livello inferiore per creare un canale mentale con comunicazione vocale, immagini e video della propria memoria mentale con persone in un grande raggio""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-17 22:01:48.12594+00,2025-09-17 22:01:48.12594+00
af5e3917-adca-468e-a4cf-384e0c2c4c30,Postura tominista,Passiva,Tecnico,Posture,Avanzata,Con spade: Arma rivolta in direzione frontale perpendicolare al corpo e tenuta ad altezza della testa.,"Postura offensiva-difensiva volta a tener conto di diversi nemici, subisce invece svantaggio.",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Questa postura offre vantaggio su qualsiasi azione se il combattimento è in svantaggio numerico di un massimo di(x) nemici.\nIn scontri singoli ottiene svantaggio.\nSe però questa postura viene mantenuta per 5 turni offre un leggero vantaggio a te ed agli altri per colpire.\nAl contrario, se tenuta per meno di 5 turni ottieni svantaggio generico per 2 turni""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:38:15.47409+00,2025-09-10 20:38:15.47409+00
b44912eb-cb6a-44ab-b264-384111f0992b,Postura irrazionalista,Passiva,Tecnico,Posture,Avanzata,"Con spade a due mani o una mano: gamba su lato non dominante posta in avanti, mentre l'altra deve essere appoggiata pronta per eseguire un passo in avanti.
Il busto è la schiena devono l'essere chiusi su sè stessi
La spada deve essere tenuta in mezza spada e nascosta quanto più indietro possibile.",Postura adeguata alle finte di inizio scontro,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio sulla difesa sul posto finché la postura viene mantenuta\nVantaggio sull'affondo e finta affondo attaccando con una sola mano o in mezza spada, sacrificando la distanza. \nDanni da affondo tiro per fendente veloce.\nSvantaggio sulle azioni di difesa in seguito all'attacco ad una mano""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-18 14:03:50.554401+00,2025-09-18 14:03:50.554401+00
be470e59-560d-4c13-90d2-270e846280fe,Tiro multiplo,Attiva,Armi a Distanza,Arco,Semplice,"Lancia più frecce in contemporanea ad un singolo nemico o più nemici vicini
Tira con svantaggio situazionale",Infligge solo danno delle frecce se colpisce lo stesso bersaglio,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""punti_azione"":3,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 2 frecce ""},{""level"":2,""base_value"":0,""bonus_value"":0,""punti_azione"":2,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 2 frecce ""},{""level"":3,""base_value"":0,""bonus_value"":0,""punti_azione"":4,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 3 frecce ""},{""level"":4,""base_value"":0,""bonus_value"":0,""punti_azione"":3,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 3 frecce ""},{""level"":5,""base_value"":0,""bonus_value"":0,""punti_azione"":6,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 4 frecce ""},{""level"":6,""base_value"":0,""bonus_value"":0,""punti_azione"":5,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 4 frecce ""},{""level"":7,""base_value"":0,""bonus_value"":0,""punti_azione"":9,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 5 frecce ""},{""level"":8,""base_value"":0,""bonus_value"":0,""punti_azione"":8,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 5 frecce ""},{""level"":9,""base_value"":0,""bonus_value"":0,""punti_azione"":13,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 6 frecce ""},{""level"":10,""base_value"":0,""bonus_value"":0,""punti_azione"":12,""special_effect"":"""",""level_description"":""Solo danno freccia se colpisci lo stesso bersaglio\nSpara un massimo di 6 frecce""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-08 14:07:31.487318+00,2025-09-08 21:35:43.535199+00
c7c1ab3d-e655-4347-a988-bf879f49bd78,Postura monarchica,Passiva,Tecnico,Posture,Avanzata,"Con doppia spada: Una spada usata come sorta di bastone sulla mano debole, la seconda in modalità offensiva.","Postura completa volta alla versatilità, subisce gli attacchi pesanti",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""La prima spada funge da supporto e difesa dagli attacchi bassi, la seconda invece mantiene una versatilità.\nQuesta postura richiede di saper bilanciare il \""popolo ed il re\""\nOttiene vantaggio sulle azioni di difesa generali, gli attacchi pesanti possono far perdere la postura\nAumenta la possibilità di effettuare colpi letali""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:15:07.23772+00,2025-09-10 21:15:07.23772+00
c82bb9b0-0cf3-40d0-9cd9-957af4c01001,Postura jungiana del sé,Passiva,Tecnico,Posture,Avanzata,"Con spade ad una mano:
Spada perpendicolare verticalmente al viso, guardia ad altezza petto, mano libera sul fianco opposto del nemico. 
Con spade a due mani: schiena dritta, spada perpendicolare verticalmente al volto, entrambe le mani sulla manico, guardia ad altezza petto, ma corpo rivolto in direzione nemica.",Postura contro-offensiva eccellente per agire in seguito ad attacchi nemici,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Offre vantaggio alle azioni che seguono mezza schivata in Contrattacco. \nOttima struttura difensiva, non Eccelle nelle aperture se non con attacchi pesanti o affondi. \nSpezzare la postura involontariamente comporta che il primo danno subito nel primo turno viene considerato critico.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-16 23:53:33.039926+00,2025-09-16 23:53:33.039926+00
c99c5f97-72c0-4484-ac7e-38d8d45a0fd0,Postura idealista,Passiva,Tecnico,Posture,Suprema,Solo spade ad una mano: Braccio dominante teso verso il nemico ad altezza spalla e corpo rivolto interamente a destra/sinistra e mano libera rivolta verso la direzione opposta alla spada.,"Questa postura eccelle nelle azioni del duello.
Postura altamente versatile, pecca un po' per i combattimenti multipli",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio agli affondi di slancio di qualsiasi natura, ogni finta che parte come affondo ottiene vantaggio.\nLa schivata può includere deviazione nel tiro e viceversa.\nVantaggio sulla distanza.\nSvantaggio in offensiva quando le finte non riescono\nSvantaggio nelle azioni difensive multiple eccetto Schivata con Deviazione""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-14 14:36:42.938694+00,2025-09-14 14:36:42.938694+00
d0815e88-81c0-4e6a-91da-fc6bbf65ae12,Postura panteista,Passiva,Tecnico,Posture,Suprema,Solo armi ad una mano: Arma inclinata dai 30 ai 45 gradi e mano libera speculare,Postura contro-offensiva volta ad eseguire mezze schivate in contrattacco,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Ottima per i primi attacchi ad ampio raggio per apertura e per cambi di posture.\nRinuncia a buona parte della difesa ma Eccelle nel Contrattacco e nelle schivate da fermi permettendo dunque riposte senza Deviazione\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-14 13:46:59.719357+00,2025-09-14 13:46:59.719357+00
d3898328-ff1e-42bd-b91a-55af56b9b77a,Postura pragmatica,Passiva,Tecnico,Posture,Avanzata,Solo spade non colossali:  Spada stretta tra le mani (o la mano) e posta in direzione nemica a media altezza e schiena leggermente ricurva,"Postura versatile per eccellenza, serve assolutamente sapere quali azioni sono considerate migliori per il combattimento",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Offre vantaggio ulteriore tutte le azioni corrette in relazione alla situazione.\nOffre svantaggio alle azioni sbagliate in relazione alla situazione""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-14 14:14:38.11524+00,2025-09-14 14:14:38.11524+00
d4ef0234-0512-4b26-ab78-7ce8f59dc2a1,Postura razionalista,Passiva,Tecnico,Posture,Avanzata,Tutte le armi non inastate: Arma in postura offensiva rivolta in senso contrario al nemico.,Postura offensiva volta al combattimento in singolo.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio alle risposte degli attacchi nemici di qualsiasi natura.\nSvantaggio a qualsiasi azione di supporto, ogni azione di cura (ricevuta o fornita) richiede un tiro di riuscita.\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:31:27.826327+00,2025-09-10 20:31:41.786337+00
d71d5a52-9bc3-4f21-b87c-7a3c1c334dde,Postura atomista,Passiva,Tecnico,Posture,Semplice,Solo spade a due mani: Arma posta dietro la schiena e tenuta a due mani.,"Postura offensiva eccellente per le armi a due mani, malgrado sia volta all'offensiva",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Favorisce i colpi pesanti trasformando i danni inflitti in critico ma sfavorendo la riuscita. \nIn alternativa, mantiene i danni ma aumenta la possibilità di colpire \nRiduce il danno subito ed impedisce le amputazioni.\nOttieni netto svantaggio a qualsiasi altra azione, fatta eccezione per la schivata, la quale avrà svantaggio\nSe si viene colpiti da un attacco pesante, si perde la presa di entrambe le mani sulla spada la postura viene interrotta consumando il 50% dei PA""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-14 13:33:47.5609+00,2025-09-14 13:33:47.5609+00
df63b100-cf29-47f7-b28e-b3ad7a7d9e94,Postura stoica,Passiva,Tecnico,Posture,Semplice,"Con spade: Arma rivolta verso il nemico in postura difensiva, corpo raggomitolato.
Con Magli e Asce a due mani: Arma stretta al petto",Postura difensiva adatta al mantenimento della posizione,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio a parate, deviazioni riduzione danno subito\nSvantaggio per colpire, riduzione danni inflitti""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:20:56.456528+00,2025-09-10 20:23:11.565363+00
e381c39f-e8f5-4e1d-8c1d-53437b3aba24,Mulinetta,Attiva,Mischia Offensiva,Spada,Avanzata,"Solo spade ad una mano:
Esegue un attacco a vuoto per roteare il polso ed attaccare con maggiore forza da un altro lato",,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Può anche essere usato in seguito ad una parata, può essere:\nFendente -> fendente\nAffondo -> fendente\nFendente -> affondo\nAffondo -> affondo""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-18 14:09:43.761982+00,2025-09-18 14:09:43.761982+00
ecdfd572-1860-4c36-b99e-d0d2a8f945d6,Postura illuminista,Passiva,Tecnico,Posture,Avanzata,"Con spade ad una mano o lance ad una mano:  arma rivolta verso il basso, braccio esteso verso l'esterno e polso rivolto verso l'interno","Postura versatile filo-difensiva che fornisce vantaggio sulle magie di cura, ogni tiro di dado di cura verrà considerato critico.",,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio ad affondi e colpi pesanti d'apertura.\nVantaggio alle magie di supporto e tutte le azioni di difesa purchè queste non siano volte all'offesa\nogni tiro di dado di cura verrà considerato critico.""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-17 01:01:44.232028+00,2025-09-17 01:01:44.232028+00
ef2ad461-5d40-442e-b662-dacc8d674a4a,Postura nichilista,Passiva,Tecnico,Posture,Semplice,Tutte le armi: Arma rivolta in alto lateralmente e rivolta in direzione opposta al nemico.,Postura volta al praticare offesa a discapito dei danni ricevuti.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Vantaggio per colpire ed ai contrattacchi, aumento ai danni inflitti\nSvantaggio ad ogni azione di difesa, aumento dei danni subiti\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:26:03.131173+00,2025-09-10 20:26:03.131173+00
f778f235-44f2-4a22-947b-f025d3a2e0e8,Postura taoista,Passiva,Tecnico,Posture,Suprema,"Con spada a due mani: Postura chiusa su se stessa, arma sopra la testa tenuta alta e dritta in direzione del nemico",Postura offensiva per eccellenza.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Se non attacca, questa postura ha effetti simili alla stoica in una versione leggermente più debole. \nHa invece vantaggio reale durante attacchi non Interrotti, serie di attacchi e combo. \nSvantaggio netto verso qualsiasi azione che interrompe il flusso degli attacchi""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 21:25:03.715121+00,2025-09-10 21:25:03.715121+00
f964d17f-db36-484b-bbf3-7c821fbe9340,Postura scolastica,Passiva,Tecnico,Posture,Semplice,"Qualsiasi arma: Postura variabile, volta puramente sul fattore estetico.
DEVI DESCRIVERE TU LA POSTURA",Postura sciocca.,,,"[{""level"":1,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""Offre netto vantaggio alle azioni di combattimento e aumento probabilità di intimidire i nemici contro gli inesperti\nSvantaggio netto su ogni azione di combattimento e difesa contro chi ha una padronanza del combattimento tecnico\n""},{""level"":2,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":3,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":4,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":5,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":6,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":7,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":8,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":9,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""},{""level"":10,""base_value"":0,""bonus_value"":0,""special_effect"":"""",""level_description"":""""}]",479ab18e-0df5-418a-86fd-6ffc4791250a,2025-09-10 20:40:03.701929+00,2025-09-10 20:40:03.701929+00